PNR,Departure Date,Tail Number,Airport Code(Deprt.),Airport Code(Arrvl.)
BFFH3H,12/20/2017,648,MSP,RSW
BFGRRK,12/9/2017,640,DFW,BWI
BFGRWK,12/24/2017,646,LAX,DTW
BFGTSK,12/16/2017,630,CLE,LAS
BFHHPK,12/3/2017,603,LAS,BWI
BFI2PK,12/14/2017,671,FLL,BWI
BFK4XK,12/28/2017,657,IAH,MCO
BFKYVK,12/13/2017,533,SAN,IAH
BFMEMX,12/14/2017,603,PHL,MCO
BFN6KX,12/11/2017,626,PHX,MSP
BFR4KX,12/28/2017,670,FLL,BOS
BFR6FH,12/22/2017,532,BWI,SEA
BFR7FH,12/22/2017,632,BWI,TPA
BFRN2U,12/17/2017,502,DTW,RSW
BFUSRX,12/15/2017,622,MCO,DTW
BFVHNX,12/26/2017,619,MYR,LGA
BFW19H,12/19/2017,649,FLL,PHL
BFYNPK,12/24/2017,667,DEN,IAH
BG1PTX,12/30/2017,634,PIT,DFW
BG378U,12/10/2017,505,ORD,MSY
BG3WWX,12/9/2017,657,IAH,ATL
BG4QRX,12/24/2017,602,DFW,LGA
BG5TUX,12/24/2017,667,DTW,IAH
BG9SMH,12/30/2017,526,PBI,BOS
BG9T9U,12/3/2017,533,CLE,MSY
BGDTSH,12/21/2017,611,ORD,LAX
BGENTH,12/15/2017,903,DFW,LGA
BGH1RH,12/3/2017,602,FLL,LGA
BGILWH,12/25/2017,662,FLL,ACY
BGKT7E,12/23/2017,632,MSP,TPA
BGKY3E,12/18/2017,528,OAK,LAX
BGLFVH,12/29/2017,519,MSY,MCO
BGLS9E,12/28/2017,615,DFW,TPA
BGLT5E,12/1/2017,671,FLL,DTW
BGLTVH,12/29/2017,514,FLL,IAH
BGM27E,12/22/2017,673,IAH,MCO
BGMDUH,12/9/2017,901,LAS,DFW
BGN38E,12/16/2017,526,MSY,MSP
BGNE6E,12/18/2017,659,ACY,MCO
BGW8XH,12/2/2017,647,IAH,CUN
BGZDHH,12/8/2017,626,MCO,DFW
BGZLNX,12/10/2017,676,DTW,FLL
BH3CFE,12/28/2017,624,MYR,ACY
BH4V2R,12/29/2017,642,CLE,FLL
BH4WFE,12/11/2017,607,FLL,MSY
BH7S6R,12/14/2017,668,ACY,PBI
BH9GJE,12/17/2017,667,DTW,IAH
BHDHPE,12/27/2017,640,PIT,MCO
BHE1NE,12/10/2017,680,LAX,DEN
BHEC9R,12/28/2017,905,PHX,DFW
BHHGNR,12/2/2017,534,RSW,CAK
BHHZHR,12/15/2017,532,IAG,FLL
BHJ89B,12/26/2017,514,DTW,MCO
BHJ95B,12/15/2017,502,ORD,PHX
BHJDRE,12/10/2017,527,SAN,ORD
BHJGRE,12/22/2017,606,LAS,MCI
BHJTFR,12/22/2017,634,MSP,MCO
BHKMRE,12/20/2017,647,MCO,ACY
BHLHGR,12/16/2017,628,MSY,DTW
BHLW6B,12/29/2017,509,ORD,SAN
BHP9YE,12/12/2017,662,EWR,FLL
BHRNJR,12/13/2017,644,DTW,ATL
BHY78R,12/19/2017,529,LAX,PIT
BHYRJE,12/28/2017,678,ATL,IAH
BI1KRR,12/14/2017,614,BDL,TPA
BI1RUR,12/25/2017,670,FLL,EWR
BI4SVR,12/23/2017,641,LAX,MCI
BI5FSR,12/13/2017,657,IAH,MCO
BI5MFB,12/30/2017,611,TPA,BWI
BI7NUR,12/17/2017,657,TPA,IAH
BI7RUR,12/12/2017,662,EWR,FLL
BI7VTR,12/24/2017,619,ORD,MCO
BICQUB,12/17/2017,903,LGA,DFW
BIKLQB,12/28/2017,665,IAH,ATL
BIL3XB,12/23/2017,669,ORD,LAX
BIWMYB,12/14/2017,515,BOS,LAS
BIYRRB,12/22/2017,509,OAK,LAX
BY26RM,12/19/2017,674,EWR,FLL
BY2D4J,12/15/2017,667,DEN,IAH
BY3BYM,12/21/2017,619,FLL,DTW
BY4MYM,12/9/2017,604,DTW,LAX
BY4UWM,12/15/2017,671,EWR,MYR
BY4VYM,12/11/2017,528,ORD,SAN
BY55TM,12/26/2017,673,DTW,LAS
BY5IFZ,12/14/2017,625,MCO,PIT
BY738J,12/18/2017,633,CLE,ATL
BY7Y9J,12/1/2017,625,RSW,DTW
BYC2SZ,12/9/2017,660,FLL,MGA
BYCLUZ,12/1/2017,661,FLL,ORD
BYD7NZ,12/16/2017,633,BWI,RSW
BYDBFJ,12/22/2017,605,FLL,LAS
BYEJSZ,12/27/2017,667,DTW,RSW
BYFFRZ,12/11/2017,643,TPA,CLE
BYG5UZ,12/18/2017,669,LGA,FLL
BYHFFJ,12/1/2017,670,ORD,LAX
BYHKFJ,12/25/2017,624,MCO,MSP
BYKNVZ,12/9/2017,646,DFW,DEN
BYNZYZ,12/14/2017,529,EWR,MSY
BYRR5G,12/25/2017,633,BWI,RSW
BYTG3G,12/21/2017,614,BDL,TPA
BYTG3G,12/24/2017,634,BDL,TPA
BYUVQJ,12/20/2017,659,PBI,ACY
BYV5XJ,12/27/2017,638,MCI,DTW
BYVQ4G,12/26/2017,647,LAS,EWR
BYWPXZ,12/27/2017,648,PHX,MSP
BYWZHJ,12/31/2017,521,BDL,MCO
BYYIUZ,12/27/2017,629,LGA,MYR
BYZ9YM,12/4/2017,663,FLL,BWI
C4GQ2L,12/10/2017,523,BWI,SAN
C4GS7L,12/17/2017,681,DEN,FLL
C4J25L,12/27/2017,905,DFW,MSP
C4LD5L,12/9/2017,624,DEN,DTW
C54FFL,12/29/2017,534,BDL,FLL
C57PML,12/15/2017,508,LAX,BWI
C57VML,12/10/2017,665,LAX,ORD
C58IJL,12/21/2017,635,BWI,IAH
C59CML,12/14/2017,624,ORD,TPA
C59NML,12/23/2017,668,MCO,ACY
C5DMRL,12/28/2017,631,TPA,ORD
C5EVRL,12/3/2017,504,TPA,ORD
C5GJVL,12/14/2017,633,LAS,MCI
C5GYRL,12/10/2017,637,MCO,MSP
C5HISL,12/16/2017,527,LAX,OAK
C5IGXL,12/17/2017,677,PBI,ACY
C5K3TL,12/14/2017,612,TPA,DTW
C5KEXL,12/19/2017,644,LGA,MYR
C5N3UL,12/15/2017,605,LAS,OAK
C5N7UL,12/27/2017,679,STI,FLL
C5N9JY,12/16/2017,623,ORD,MCO
C5NYYL,12/16/2017,641,BWI,ATL
C5Q9MY,12/16/2017,662,FLL,SDQ
C5TJQY,12/17/2017,534,BWI,MSY
C5YVJL,12/31/2017,677,ATL,FLL
C62LJI,12/7/2017,677,MCO,ACY
C63TPI,12/22/2017,636,MCO,BWI
C66KVY,12/1/2017,617,MCO,DFW
C66QVY,12/15/2017,674,FLL,LGA
C67FVY,12/15/2017,624,PTY,FLL
C6967V,12/30/2017,604,MYR,LGA
C6B1JI,12/18/2017,901,LAS,IAH
C6B1QI,12/22/2017,532,SAN,BWI
C6I15F,12/17/2017,602,LGA,FLL
C6IC3F,12/22/2017,603,TPA,ATL
C6JBTI,12/11/2017,673,EWR,FLL
C6JYYF,12/27/2017,517,GUA,FLL
C6K84F,12/11/2017,611,DTW,ATL
C6KIJV,12/3/2017,664,FLL,LGA
C6L9TI,12/23/2017,672,DTW,ATL
C6MSJV,12/13/2017,524,BDL,FLL
C6NV7S,12/2/2017,504,MCO,ORD
C6QZQV,12/15/2017,658,TPA,ACY
C6UG7S,12/16/2017,674,DTW,FLL
C6Y5MI,12/21/2017,680,RSW,ORD
C6ZB8V,12/3/2017,623,LAS,IAH
C6ZB8V,12/11/2017,629,LAS,IAH
C6ZVHI,12/18/2017,632,LAX,DFW
C732RV,12/14/2017,515,BOS,LAS
C73G5S,12/12/2017,510,FLL,ATL
C7422S,12/19/2017,519,MCO,BOS
C75UYV,12/14/2017,519,MCO,MSY
C75UYV,12/15/2017,531,MCO,MSY
C76NRF,12/11/2017,522,MCO,MSY
C76UXV,12/12/2017,681,ACY,TPA
C77YMF,12/3/2017,617,PTY,FLL
C78R8S,12/23/2017,671,ACY,TPA
C79EGF,12/27/2017,613,DFW,PIT
C7B4SF,12/27/2017,606,LAS,ATL
C7CWKF,12/10/2017,621,TPA,DTW
C7DKKF,12/20/2017,506,MSY,MSP
C7EC2C,12/24/2017,508,LAX,FLL
C7F4KS,12/13/2017,668,ACY,RSW
C7FERF,12/26/2017,638,ATL,ORD
C7G5QF,12/25/2017,657,IAH,MCO
C7GWVF,12/21/2017,635,LAX,MCI
C7HGFS,12/13/2017,628,BOS,RSW
C7JYVF,12/26/2017,633,PIT,RSW
C7P6KS,12/15/2017,524,ORD,MSY
C7R44P,12/11/2017,662,LAS,DFW
C7RS7P,12/14/2017,634,LAX,CLE
C7RUPS,12/15/2017,901,LAS,FLL
C7SUTS,12/20/2017,533,LAX,MSP
C7V22P,12/13/2017,510,FLL,DFW
C7V9TS,12/23/2017,657,IAH,ATL
C7VBQS,12/28/2017,902,SAN,LAS
C7VVTS,12/29/2017,623,MBJ,FLL
C7YFPF,12/27/2017,637,CLE,FLL
C823US,12/16/2017,609,DTW,ATL
C84SHC,12/1/2017,628,TPA,DTW
C85DWS,12/20/2017,529,LAX,ATL
C85VVS,12/3/2017,643,BDL,RSW
C86CHC,12/21/2017,645,MSP,MCO
C86SYS,12/25/2017,650,MCO,PIT
C87K4P,12/25/2017,676,LGA,FLL
C88T9P,12/13/2017,523,SAN,BWI
C8BJTC,12/17/2017,526,TPA,LBE
C8DHSC,12/27/2017,667,ACY,PBI
C8FNSC,12/21/2017,645,MCO,DFW
C8G4RP,12/11/2017,603,MCI,DTW
C8J4PC,12/17/2017,616,BWI,ATL
C8K1VC,12/22/2017,658,ATL,IAH
C8KRNP,12/10/2017,675,MYR,EWR
C8KUJP,12/17/2017,673,BOS,FLL
C8N9KP,12/28/2017,661,DTW,FLL
C8P8FP,12/11/2017,531,BWI,ORD
C8S9KP,12/13/2017,628,MSP,TPA
C8SVPP,12/19/2017,612,ORD,LAS
C8W2TP,12/10/2017,673,CUN,FLL
C8YV6P,12/14/2017,670,FLL,BOS
C914XP,12/29/2017,674,MCO,ACY
C91H9M,12/27/2017,529,ACY,FLL
C91Y8M,12/26/2017,527,MCO,ORD
C938TP,12/28/2017,682,DTW,IAH
C94F5M,12/18/2017,505,TPA,MSY
C95Q4M,12/1/2017,611,CLE,ATL
C95UXP,12/26/2017,679,FLL,STI
C99K7M,12/27/2017,649,ORD,TPA
C9CSWP,12/27/2017,662,ACY,MCO
C9IU7Z,12/2/2017,673,TPA,ACY
C9JD3Z,12/14/2017,643,ATL,BWI
C9JFFM,12/13/2017,645,MSP,DFW
C9JI5Z,12/23/2017,509,PHL,LAX
C9K18Z,12/13/2017,608,FLL,PHL
C9K34Z,12/1/2017,626,DFW,MCO
C9KE4Z,12/3/2017,629,SAP,IAH
C9KE4Z,12/12/2017,638,SAP,IAH
C9LR5Z,12/15/2017,675,IAH,MCO
C9MYGM,12/21/2017,533,PHL,ATL
C9RVNM,12/16/2017,638,SAN,LAS
C9V9TM,12/20/2017,628,MSP,TPA
C9ZG2M,12/27/2017,526,MSP,LAX
CB1MPJ,12/9/2017,606,FLL,PTY
CB2PPJ,12/17/2017,615,CLE,TPA
CB2ZSJ,12/30/2017,531,MCO,CAK
CB3C6G,12/25/2017,641,CLE,MCO
CB3M5G,12/15/2017,507,MCO,EWR
CB4GFW,12/15/2017,643,BWI,ATL
CB4QUJ,12/9/2017,671,FLL,ORD
CB4R7G,12/29/2017,650,LAS,BWI
CB4YUJ,12/25/2017,661,MCO,EWR
CB5F6G,12/10/2017,633,RSW,BDL
CB5T6G,12/22/2017,605,BOS,MYR
CB6K8G,12/12/2017,608,RSW,DTW
CB6N4G,12/26/2017,609,LAS,MSP
CB7QJW,12/30/2017,522,PIT,LAX
CB7WGW,12/19/2017,529,LAX,PIT
CBBN7G,12/20/2017,904,DFW,LGA
CBBN7G,12/21/2017,530,DFW,LGA
CBCS5T,12/15/2017,661,BWI,FLL
CBCWGG,12/11/2017,523,SEA,BWI
CBGY3T,12/17/2017,531,MSY,ATL
CBHKHG,12/31/2017,641,TPA,BWI
CBHV8T,12/18/2017,663,ORD,LAX
CBJZSW,12/22/2017,672,ATL,DTW
CBKSRW,12/17/2017,673,FLL,BOS
CBL65T,12/11/2017,664,PBI,ACY
CBME4T,12/16/2017,624,MCO,ATL
CBQG6T,12/16/2017,644,FLL,LGA
CBRNKG,12/12/2017,669,FLL,DFW
CBYIJW,12/20/2017,506,MCO,CAK
CBZIQJ,12/11/2017,657,IAH,ATL
CC1QQG,12/9/2017,606,FLL,PTY
CC1R7D,12/21/2017,525,LAS,MSP
CC1W4D,12/24/2017,680,RSW,ORD
CC2UQG,12/18/2017,524,PHX,ORD
CC4C7D,12/24/2017,646,LAX,DTW
CC6W6D,12/30/2017,671,TPA,ACY
CC777D,12/26/2017,612,BWI,ATL
CC7TWG,12/25/2017,523,FLL,MSY
CC845D,12/20/2017,646,LBE,MCO
CC8JVG,12/10/2017,668,DTW,MCO
CCB2VG,12/19/2017,608,MCO,ACY
CCD8QT,12/10/2017,674,FLL,EWR
CCDVGD,12/12/2017,626,PHX,MSP
CCEHYT,12/19/2017,677,BWI,FLL
CCFGMT,12/20/2017,644,DTW,MSY
CCFGMT,12/27/2017,619,MSY,DTW
CCHGMD,12/12/2017,670,FLL,DEN
CCHKNT,12/11/2017,532,FLL,ATL
CCJ82Q,12/30/2017,675,LGA,FLL
CCKK2Q,12/15/2017,680,LAS,ORD
CCKW3Q,12/22/2017,524,BDL,MCO
CCL48Q,12/9/2017,643,RSW,DTW
CCMF5Q,12/11/2017,667,EWR,FLL
CCNKFD,12/9/2017,663,IAH,LAS
CCPN6Q,12/30/2017,527,SAN,ORD
CCPY7Q,12/13/2017,674,EWR,FLL
CCTCMD,12/28/2017,524,ORD,LGA
CCTCMD,12/29/2017,506,ORD,LGA
CCYBFD,12/2/2017,617,ORD,LAS
CCZY3D,12/18/2017,617,TPA,DTW
CD1L7A,12/12/2017,665,FLL,BWI
CD22SD,12/24/2017,619,PIT,RSW
CD3GQD,12/17/2017,522,BWI,LAX
CD3TUD,12/11/2017,630,DTW,BWI
CD3YVD,12/4/2017,901,LAS,DFW
CD5C5A,12/29/2017,621,PHL,FLL
CD5QTD,12/9/2017,519,BWI,MSY
CD63HQ,12/2/2017,615,MSP,MCO
CD6Z5A,12/9/2017,680,FLL,ORD
CD79TD,12/23/2017,502,LAX,OAK
CD8C7A,12/15/2017,901,MCO,PIT
CD8FXD,12/14/2017,901,DFW,MCO
CD96FQ,12/15/2017,670,FLL,SJO
CDEHPQ,12/29/2017,676,FLL,SJO
CDEZ2N,12/1/2017,624,FLL,PBG
CDF8UQ,12/19/2017,674,FLL,DTW
CDIT8N,12/30/2017,533,RSW,DTW
CDJC2N,12/17/2017,903,LAS,DFW
CDK96N,12/2/2017,607,LGA,MYR
CDL14N,12/10/2017,633,RSW,BDL
CDL1NA,12/25/2017,679,ACY,RSW
CDLL2N,12/21/2017,612,MCO,MSP
CDN6NA,12/20/2017,677,FLL,DEN
CDPCHA,12/26/2017,506,IAH,ORD
CDQ6NA,12/28/2017,620,FLL,CAK
CDRWMA,12/26/2017,616,ACY,MYR
CDS27N,12/7/2017,629,BWI,DFW
CDT19N,12/19/2017,643,ATL,BWI
CDTYPA,12/10/2017,532,BWI,MSY
CE7UXA,12/24/2017,624,OAK,LAS
CE7ZSA,12/20/2017,618,TPA,DFW
CE9BUA,12/18/2017,630,LAX,IAH
CEE4KN,12/21/2017,901,MCI,DTW
CEE9JN,12/13/2017,680,EWR,FLL
CEE9JN,12/18/2017,681,FLL,EWR
CEESNN,12/18/2017,602,LAS,BWI
CEFMPN,12/24/2017,671,DTW,RSW
CEIEPN,12/17/2017,659,FLL,SJO
CEK72K,12/8/2017,605,MCO,DTW
CEKI8K,12/26/2017,618,LAS,PDX
CEM77K,12/14/2017,649,ACY,RSW
CEMEWN,12/24/2017,674,STI,FLL
CEMS4K,12/11/2017,535,RSW,CAK
CEPC5K,12/19/2017,639,DTW,DEN
CEPZVN,12/18/2017,528,OAK,LAX
CEVV9K,12/16/2017,608,DFW,ORD
CEWPWN,12/3/2017,657,TPA,IAH
CEWQYN,12/2/2017,607,MYR,LGA
CEYMUA,12/28/2017,664,EWR,MCO
CF2C2X,12/29/2017,506,DTW,DFW
CF4C5X,12/9/2017,522,MCO,CAK
CF6L5X,12/21/2017,507,BWI,SEA
CF7N5X,12/19/2017,517,LAX,BWI
CF7V4X,12/22/2017,607,AXM,FLL
CF8N5X,12/19/2017,633,PIT,TPA
CF8PFK,12/9/2017,527,ORD,IAH
CF8Y5X,12/14/2017,650,CLE,RSW
CF9L7X,12/26/2017,612,BWI,ATL
CFCP9X,12/26/2017,616,LGA,FLL
CFFMPK,12/18/2017,642,LAS,FLL
CFG52H,12/10/2017,507,LGA,DTW
CFG85H,12/10/2017,531,LAX,MSP
CFG9RK,12/3/2017,637,ATL,ORD
CFI9QK,12/9/2017,604,TPA,BWI
CFJRNK,12/13/2017,650,LAX,CLE
CFKB3H,12/22/2017,632,DTW,LAX
CFM23H,12/16/2017,901,MCO,LBE
CFPHYK,12/15/2017,532,BDL,MCO
CFPL6H,12/19/2017,525,DFW,LGA
CFQKXK,12/3/2017,502,BOS,MCO
CFR7VK,12/25/2017,636,MCO,PHL
CFRG8H,12/14/2017,521,BOS,BWI
CFSNJX,12/26/2017,519,MSP,LAX
CFUYSX,12/10/2017,603,LAS,FLL
CFVMSX,12/28/2017,526,BOS,PBI
CFW1VK,12/15/2017,527,PIT,LAX
CFWKGX,12/14/2017,523,MSY,EWR
CFWS8H,12/5/2017,602,MYR,LGA
CFWSYK,12/20/2017,633,LAS,IAH
CFYSJK,12/18/2017,614,TPA,BWI
CFZT9K,12/22/2017,646,SAP,IAH
CG3RVX,12/23/2017,514,FLL,BDL
CG4K4U,12/21/2017,633,FLL,LAS
CG4NTX,12/29/2017,621,PHL,FLL
CG4WQX,12/13/2017,671,LAX,DEN
CG563U,12/3/2017,515,MSP,ORD
CG57VX,12/30/2017,611,DTW,LAX
CG5Z3U,12/23/2017,642,LAS,BWI
CG6C3U,12/2/2017,636,MSP,FLL
CG6FGH,12/4/2017,902,MSY,DTW
CG7VTX,12/27/2017,504,BWI,MSY
CG9FUH,12/18/2017,639,MCO,BWI
CG9UGH,12/15/2017,674,LGA,FLL
CGB4FH,12/25/2017,525,MSY,MCO
CGCCPH,12/17/2017,647,PBI,ORD
CGET3E,12/12/2017,621,LAS,DTW
CGFH7E,12/15/2017,640,PHL,MCO
CGHIQH,12/21/2017,680,LAS,ORD
CGJ1QH,12/18/2017,618,DFW,ORD
CGLUUH,12/16/2017,645,DFW,MCO
CGLZTH,12/28/2017,664,MCO,ACY
CGMGTH,12/20/2017,637,IAH,LAS
CGMNTH,12/21/2017,532,PHL,LAX
CGNHYH,12/3/2017,643,DFW,TPA
CGW17E,12/23/2017,641,LAX,MCI
CGWVYH,12/22/2017,668,FLL,BWI
CGZHRX,12/17/2017,607,PIT,RSW
CH6Y7R,12/23/2017,535,FLL,IAH
CH8HKE,12/22/2017,629,TPA,CLE
CH8NRE,12/14/2017,621,LAS,PIT
CHBMRE,12/29/2017,533,LGA,ORD
CHFF2B,12/18/2017,902,FLL,DEN
CHFHNE,12/23/2017,642,LAS,BWI
CHFLMR,12/10/2017,522,TPA,LBE
CHGS9R,12/19/2017,510,MSY,MCO
CHIMRE,12/12/2017,635,FLL,MSP
CHK7PE,12/10/2017,637,TPA,ORD
CHL53B,12/31/2017,662,FLL,DFW
CHL6VE,12/25/2017,665,SEA,LAS
CHNPGR,12/19/2017,516,FLL,DEN
CHNTQR,12/18/2017,677,LAS,DFW
CHP6GR,12/27/2017,673,DTW,ATL
CHQ7RR,12/2/2017,626,TPA,PIT
CHQHGR,12/23/2017,522,MSP,LAS
CHS9QR,12/23/2017,604,DTW,MSP
CHSUKR,12/21/2017,612,MCO,MSP
CHWI8B,12/18/2017,602,FLL,MSY
CI18QR,12/13/2017,617,RSW,BOS
CI4CRR,12/22/2017,649,MCI,DTW
CI54PR,12/10/2017,607,IAH,MSY
CI5KGB,12/27/2017,605,TPA,BWI
CI7ZSR,12/16/2017,619,MBJ,FLL
CIBFYR,12/22/2017,631,PIT,LAS
CID5PB,12/30/2017,603,MCO,PHL
CID8YR,12/13/2017,628,RSW,MSP
CIHBMB,12/16/2017,637,PHL,DFW
CII7NB,12/22/2017,680,ORD,LAS
CIKTMB,12/10/2017,660,FLL,DFW
CIM9TB,12/22/2017,677,MYR,EWR
CINWTB,12/15/2017,612,SAN,LAS
CIWTUB,12/14/2017,532,DEN,FLL
CIZHVR,12/2/2017,523,MSP,LAX
CY23SM,12/14/2017,642,ACY,MYR
CY3L4J,12/26/2017,532,BWI,MSY
CY4DRM,12/25/2017,680,LAS,ORD
CY4IYM,12/18/2017,618,DFW,ORD
CY53SM,12/23/2017,638,CLE,LAS
CY569J,12/24/2017,659,SJO,FLL
CY6M6J,12/25/2017,612,MCO,BWI
CY6SHZ,12/11/2017,630,BWI,RSW
CY8QGZ,12/10/2017,517,MCO,BOS
CY91QZ,12/19/2017,670,DEN,FLL
CYEPQZ,12/20/2017,669,FLL,ORD
CYG3HJ,12/20/2017,648,MCO,MSP
CYITYZ,12/11/2017,618,EWR,IAH
CYJZSZ,12/22/2017,631,LAS,FLL
CYKZKJ,12/27/2017,503,BOS,PBI
CYLBWZ,12/20/2017,644,RSW,DTW
CYLKGJ,12/29/2017,671,DEN,FLL
CYLKXZ,12/14/2017,667,RSW,DTW
CYMSVZ,12/17/2017,674,FLL,DEN
CYN7NJ,12/18/2017,519,RSW,LBE
CYR1WZ,12/13/2017,617,MSP,RSW
CYTQPJ,12/15/2017,664,FLL,LGA
CYU1NJ,12/22/2017,657,IAH,MCO
CYU3MJ,12/15/2017,502,ORD,TPA
CYV9UJ,12/22/2017,678,ACY,PBI
CYZURM,12/16/2017,510,FLL,IAH
D4F28L,12/8/2017,645,TPA,PIT
D4HW5L,12/20/2017,643,SEA,LAS
D4JT5L,12/24/2017,661,FLL,EWR
D4PD6L,12/26/2017,675,SJU,FLL
D4QM4L,12/10/2017,640,LAX,DFW
D51UFL,12/25/2017,663,SJO,FLL
D556HL,12/17/2017,631,FLL,PBG
D55L4Y,12/18/2017,604,LAS,ATL
D5745Y,12/16/2017,526,MSY,MCO
D57K6Y,12/25/2017,603,DTW,LAS
D585HL,12/22/2017,662,BOS,FLL
D59FKL,12/27/2017,669,DTW,MCO
D5B7HL,12/3/2017,677,FLL,PBG
D5HBPL,12/10/2017,650,IAH,LAS
D5I4QL,12/16/2017,616,BWI,ATL
D5MSGY,12/15/2017,631,PHL,LAS
D5N6JY,12/3/2017,535,FLL,BQN
D5NSWL,12/12/2017,527,IAH,ORD
D5P1HY,12/14/2017,613,LAX,DFW
D5P6WL,12/15/2017,650,DTW,LAX
D5Q2TY,12/14/2017,606,BDL,RSW
D5QHRY,12/1/2017,904,TPA,DFW
D5SLUY,12/17/2017,612,LAS,PIT
D5SSSY,12/16/2017,630,FLL,CLE
D61NNY,12/10/2017,519,LAX,PIT
D63R2V,12/13/2017,506,OAK,LAX
D652SY,12/24/2017,641,MCI,LAX
D65EJI,12/20/2017,503,LAX,OAK
D66BYY,12/30/2017,903,MSY,DTW
D6769V,12/2/2017,604,DEN,DTW
D67FVY,12/26/2017,667,TPA,ACY
D67SVY,12/20/2017,503,OAK,LAX
D68G3V,12/25/2017,658,IAH,MCO
D6996V,12/19/2017,632,CLE,RSW
D69CGI,12/12/2017,671,LAX,ORD
D69FFI,12/1/2017,650,DFW,LAX
D69S8V,12/16/2017,669,EWR,MCO
D6C4HI,12/16/2017,617,LBE,FLL
D6CLNI,12/10/2017,647,FLL,PHL
D6E55F,12/12/2017,614,BOS,TPA
D6E55F,12/14/2017,614,BOS,TPA
D6E9FV,12/28/2017,649,LGA,MYR
D6FWPI,12/26/2017,535,CTG,FLL
D6I1SI,12/22/2017,532,BWI,SAN
D6I42F,12/26/2017,528,DFW,LAS
D6ICPI,12/20/2017,671,ACY,TPA
D6KPSI,12/20/2017,638,DTW,LGA
D6KSSI,12/13/2017,532,PHL,ATL
D6LP3F,12/4/2017,531,PIT,LAX
D6MN8F,12/13/2017,672,ACY,TPA
D6MPVI,12/11/2017,637,ORD,RSW
D6NGKV,12/25/2017,659,FLL,EWR
D6PMWI,12/18/2017,663,ORD,LAX
D6S6KV,12/25/2017,628,LGA,MYR
D6SP9F,12/15/2017,613,MSP,PHX
D6TYPV,12/19/2017,528,FLL,BDL
D7178S,12/27/2017,612,BWI,ATL
D71EVV,12/28/2017,640,RSW,BOS
D72IPV,12/15/2017,615,LAX,DFW
D72MXV,12/21/2017,633,LAS,PIT
D72VNV,12/17/2017,615,TPA,BWI
D732VV,12/24/2017,507,SAN,ORD
D732VV,12/25/2017,532,SAN,ORD
D747SV,12/15/2017,626,ORD,TPA
D74L4S,12/22/2017,646,SAP,IAH
D74Y8S,12/26/2017,642,LAS,MCI
D7658S,12/9/2017,608,LAX,CLE
D7CNMF,12/10/2017,602,LAS,MSP
D7DD9S,12/1/2017,633,DTW,TPA
D7F3PF,12/9/2017,528,BWI,LAX
D7FJMS,12/1/2017,669,BWI,FLL
D7FK2C,12/27/2017,648,DTW,MSP
D7IQUF,12/23/2017,680,ORD,LAS
D7J1UF,12/10/2017,522,TPA,CAK
D7JG6C,12/13/2017,667,FLL,SAP
D7JIFS,12/8/2017,625,LAS,DTW
D7JUVF,12/10/2017,661,DTW,RSW
D7KQ2C,12/2/2017,641,BDL,TPA
D7KQ2C,12/9/2017,641,TPA,BDL
D7LLRF,12/17/2017,607,PIT,RSW
D7LRRF,12/1/2017,628,TPA,BWI
D7LYUF,12/25/2017,679,RSW,DTW
D7MPWF,12/3/2017,672,FLL,BOS
D7MYGS,12/25/2017,681,FLL,LGA
D7N27C,12/30/2017,671,ACY,RSW
D7PK8C,12/26/2017,522,LAX,OAK
D7QJ4C,12/12/2017,623,RSW,ORD
D7QU6C,12/21/2017,678,ACY,RSW
D7RFKS,12/21/2017,503,MSP,ATL
D7S2MS,12/29/2017,621,FLL,PIT
D7SBJS,12/23/2017,507,ORD,IAH
D7SLQS,12/29/2017,630,SAP,IAH
D7TGJS,12/23/2017,529,FLL,ATL
D81TSS,12/16/2017,614,LAX,CLE
D82RGC,12/16/2017,632,SEA,LAS
D83YKC,12/17/2017,614,CLE,MCO
D856GC,12/15/2017,640,MCO,DFW
D85K2P,12/11/2017,636,DTW,TPA
D85S3P,12/21/2017,508,MCO,MSY
D8633P,12/27/2017,675,SJU,MCO
D86DWS,12/18/2017,528,OAK,LAX
D86VWS,12/19/2017,624,MCO,PHL
D878WS,12/28/2017,527,MSY,ATL
D88BHC,12/29/2017,647,TPA,CLE
D88R5P,12/11/2017,629,LAS,IAH
D8DH6P,12/19/2017,536,MSY,FLL
D8F7RC,12/14/2017,674,DTW,FLL
D8L4NC,12/26/2017,638,TPA,ATL
D8M2SC,12/29/2017,664,EWR,FLL
D8MFRP,12/10/2017,522,TPA,LBE
D8MGHP,12/16/2017,604,MCO,DFW
D8MPXC,12/24/2017,626,MYR,LGA
D8N9TC,12/15/2017,508,LAX,MSP
D8NQWC,12/29/2017,524,MSY,ATL
D8T7YC,12/16/2017,648,DFW,LAX
D8TIMP,12/17/2017,644,LGA,MYR
D8VHPP,12/19/2017,504,LAS,BOS
D8Z53P,12/22/2017,527,DTW,DFW
D8Z6TS,12/26/2017,509,SAN,BWI
D8Z7PS,12/21/2017,676,ATL,FLL
D95B4M,12/10/2017,508,LAX,OAK
D98H9M,12/1/2017,504,RSW,LBE
D9937M,12/27/2017,677,FLL,ATL
D9B29M,12/17/2017,529,FLL,TPA
D9KE5Z,12/15/2017,678,DTW,MCO
D9MI5Z,12/2/2017,604,DEN,DTW
D9N76Z,12/2/2017,612,BWI,ATL
